LSTM_AUC_mean,LSTM_AUC_std,BiLSTM_AUC_mean,BiLSTM_AUC_std,t_statistic,p_value_ttest,w_statistic,p_value_wilcoxon,significant_005
0.9836850534516568,0.0022846889989547384,0.9905119907729422,0.0012032815417327269,-10.812121367939957,1.8613695567666243e-06,0.0,0.001953125,True
